,Muscle Groups,Exercise,Sets,Reps
Chest + Shoulders + Triceps,,,,
,Chest + Shoulders + Triceps,Bench Press (Barbell),4,5
,Chest + Shoulders + Triceps,Incline Bench Press (Dumbbell),4,8
,Chest + Shoulders + Triceps,BtB Lateral Raises,4,15
,Chest + Shoulders + Triceps,Skull Crushers,3,8
Back + Biceps,,,,
,Back + Biceps,Deadlifts,4,5
,Back + Biceps,Rear Flies,4,15
,Back + Biceps,EZ-Bar Curls,3,8
,Back + Biceps,Bicep Curls,4,12
Chest + Shoulders,,,,
,Chest + Shoulders,Incline Bench Press (Barbell),3,8
,Chest + Shoulders,Dips,3,8
,Chest + Shoulders,Overhead Press (Dumbbell),3,10
,Chest + Shoulders,Cable Lateral Raises,5,12
,Chest + Shoulders,Rope Pulldowns,3,12
Back + Arms,,,,
,Back + Arms,Pull Ups,4,-
,Back + Arms,Rows (Barbell),4,8
,Back + Arms,Back Extensions,3,12
,Back + Arms,Hammer Curls,4,12
,Back + Arms,Cable Curls ,3,12
Legs,,,,
,Legs,Back Squats,4,5
,Legs,Split Squats,3,6
,Legs,Calf Raises,4,12

,,,Total Sets,Max Set Lift (lbs),Max Volume (lbs),Estimated 1RM (lbs)
Arms,,,,,,
,Arms,Bicep Curls,126,35,300,42
,Arms,Cable Curls,54,22,264,31
,Arms,Concentrated Curls,23,25,176,29
,Arms,Hammer Curls,107,40,330,48
,Arms,Rope Pulldowns,72,66,825,92
,Arms,Skull Crushers,75,75,900,105
,Arms,EZ-Bar Curls,33,60,480,76
Back,,,,,,
,Back,Back Extensions,9,25,300,35
,Back,Bent Over Row (Dumbbell),,,,
,Back,Deadlifts,110,335,2450,391
,Back,Pull Ups,,,,
,Back,Rear Flies,102,110,1200,139
,Back,Rows (Barbell),64,155,1240,196
,Back,Seated Cable Rows,18,165,1320,209
Chest,,,,,,
,Chest,Bench Press (Barbell),128,215,1550,251
,Chest,Bench Press (Dumbbell),,,,
,Chest,Chest Flies,57,140,1260,177
,Chest,Dips,57,25,200,32
,Chest,Incline Bench Press (Barbell),53,165,990,198
,Chest,Incline Bench Press (Dumbbell),95,75,600,95
Legs,,,,,,
,Legs,Back Squat,80,315,1575,368
,Legs,Bulgarian Split Squats,18,50,600,70
,Legs,Calf Raises,79,230,2760,322
,Legs,Front Squat,23,185,1480,234
,Legs,Leg Extensions,,,,
,Legs,Split Squat,57,185,2220,259
Shoulders,,,,,,
,Shoulders,Arnold Press,24,50,500,67
,Shoulders,BtB Lateral Raises,91,20,247.5,25
,Shoulders,Cable Lateral Raises,45,16.5,240,24
,Shoulders,Egyptian Raises,15,35,280,44
,Shoulders,"Lateral, Front, Rear Raises",21,17.5,262.5,26
,Shoulders,Overhead Press (Barbell),,,,
,Shoulders,Overhead Press (Dumbbell),71,65,600,76
,Shoulders,Rear Delt Flies,8,25,250,33
,Shoulders,Seated Lateral Raises,27,30,300,40
,Shoulders,Shrugs,29,80,1200,105

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2025,,,3,,0,,,0,0
,January 2025,"Jan 1, 2025",1,,,1,,0,0
,January 2025,"Jan 2, 2025",2,,,1,,0,0
,January 2025,"Jan 3, 2025",3,,,1,,0,0

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
February 2026,,,4,,60,,,480,76
,February 2026,"Feb 6, 2026",1,8,60,6,,480,76
,February 2026,"Feb 6, 2026",2,8,60,7,,480,76
,February 2026,"Feb 6, 2026",3,8,60,7,,480,76
,February 2026,"Feb 6, 2026",4,8,60,8,,480,76

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2026,,,3,,140,,,1680,196
,January 2026,"Jan 30, 2026",1,12,130,6,,1560,182
,January 2026,"Jan 30, 2026",2,12,130,7,,1560,182
,January 2026,"Jan 30, 2026",3,12,140,7,,1680,196
February 2026,,,3,,140,,,1680,196
,February 2026,"Feb 17, 2026",1,12,140,7,,1680,196
,February 2026,"Feb 17, 2026",2,12,140,8,,1680,196
,February 2026,"Feb 17, 2026",3,12,140,8,,1680,196
March 2026,,,3,,140,,,1680,196
,March 2026,"Mar 10, 2026",1,12,140,7,,1680,196
,March 2026,"Mar 10, 2026",2,12,140,7,,1680,196
,March 2026,"Mar 10, 2026",3,12,140,8,,1680,196

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2026,,,3,,60,,,480,76
,January 2026,"Jan 27, 2026",1,8,50,7,,400,63
,January 2026,"Jan 27, 2026",2,8,50,7,,400,63
,January 2026,"Jan 27, 2026",3,8,60,8,,480,76
February 2026,,,6,,60,,,480,76
,February 2026,"Feb 9, 2026",1,8,60,8,,480,76
,February 2026,"Feb 9, 2026",2,8,60,8,,480,76
,February 2026,"Feb 9, 2026",3,8,60,9,,480,76
,February 2026,"Feb 21, 2026",1,8,60,8,,480,76
,February 2026,"Feb 21, 2026",2,8,60,9,,480,76
,February 2026,"Feb 21, 2026",3,8,50,8,,400,63
March 2026,,,9,,60,,,480,76
,March 2026,"Mar 1, 2026",1,8,60,8,,480,76
,March 2026,"Mar 1, 2026",2,8,60,9,,480,76
,March 2026,"Mar 1, 2026",3,8,60,9,,480,76
,March 2026,"Mar 8, 2026",1,8,60,8,,480,76
,March 2026,"Mar 8, 2026",2,8,60,8,,480,76
,March 2026,"Mar 8, 2026",3,8,60,9,,480,76
,March 2026,"Mar 22, 2026",1,8,60,7,,480,76
,March 2026,"Mar 22, 2026",2,8,60,8,,480,76
,March 2026,"Mar 22, 2026",3,8,60,8,,480,76
April 2026,,,9,,60,,,480,76
,April 2026,"Apr 5, 2026",1,8,60,8,,480,76
,April 2026,"Apr 5, 2026",2,8,50,6,,400,63
,April 2026,"Apr 5, 2026",3,8,50,6,,400,63
,April 2026,"Apr 12, 2026",1,8,50,6,,400,63
,April 2026,"Apr 12, 2026",2,8,50,7,,400,63
,April 2026,"Apr 12, 2026",3,8,50,7,,400,63
,April 2026,"Apr 23, 2026",1,8,50,5,,400,63
,April 2026,"Apr 23, 2026",2,8,50,6,,400,63
,April 2026,"Apr 23, 2026",3,8,50,7,,400,63
May 2026,,,6,,60,,,480,76
,May 2026,"May 3, 2026",1,8,50,5,,400,63
,May 2026,"May 3, 2026",2,8,50,6,,400,63
,May 2026,"May 3, 2026",3,8,60,8,,480,76
,May 2026,"May 15, 2026",1,8,60,7,,480,76
,May 2026,"May 15, 2026",2,8,60,8,,480,76
,May 2026,"May 15, 2026",3,8,60,9,,480,76

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2026,,,5,,11,,,132,15
,January 2026,"Jan 28, 2026",1,12,11,6,,132,15
,January 2026,"Jan 28, 2026",2,12,11,8,,132,15
,January 2026,"Jan 28, 2026",3,12,11,8,,132,15
,January 2026,"Jan 28, 2026",4,12,11,9,,132,15
,January 2026,"Jan 28, 2026",5,12,11,10,,132,15
February 2026,,,15,,16,,,192,22
,February 2026,"Feb 5, 2026",1,12,11,4,,132,15
,February 2026,"Feb 5, 2026",2,12,11,7,,132,15
,February 2026,"Feb 5, 2026",3,12,11,9,,132,15
,February 2026,"Feb 5, 2026",4,12,11,10,,132,15
,February 2026,"Feb 5, 2026",5,12,11,10,,132,15
,February 2026,"Feb 14, 2026",1,15,11,5,,165,17
,February 2026,"Feb 14, 2026",2,12,11,6,,132,15
,February 2026,"Feb 14, 2026",3,12,11,8,,132,15
,February 2026,"Feb 14, 2026",4,12,11,8,,132,15
,February 2026,"Feb 14, 2026",5,12,11,8,,132,15
,February 2026,"Feb 22, 2026",1,12,11,6,,132,15
,February 2026,"Feb 22, 2026",2,12,16,10,,192,22
,February 2026,"Feb 22, 2026",3,12,11,7,,132,15
,February 2026,"Feb 22, 2026",4,12,11,8,,132,15
,February 2026,"Feb 22, 2026",5,12,11,8,,132,15
March 2026,,,5,,16,,,192,22
,March 2026,"Mar 25, 2026",1,12,16,7,,192,22
,March 2026,"Mar 25, 2026",2,12,16,8,,192,22
,March 2026,"Mar 25, 2026",3,12,16,9,,192,22
,March 2026,"Mar 25, 2026",4,12,11,8,,132,15
,March 2026,"Mar 25, 2026",5,12,11,8,,132,15
April 2026,,,15,,16,,,240,24
,April 2026,"Apr 4, 2026",1,15,16,7,,240,24
,April 2026,"Apr 4, 2026",2,12,16,8,,192,22
,April 2026,"Apr 4, 2026",3,12,11,8,,132,15
,April 2026,"Apr 4, 2026",4,12,11,8,,132,15
,April 2026,"Apr 4, 2026",5,12,11,8,,132,15
,April 2026,"Apr 16, 2026",1,12,16,7,,192,22
,April 2026,"Apr 16, 2026",2,12,16,8,,192,22
,April 2026,"Apr 16, 2026",3,12,11,6,,132,15
,April 2026,"Apr 16, 2026",4,12,11,8,,132,15
,April 2026,"Apr 16, 2026",5,12,11,7,,132,15
,April 2026,"Apr 25, 2026",1,12,16,7,,192,22
,April 2026,"Apr 25, 2026",2,12,16,7,,192,22
,April 2026,"Apr 25, 2026",3,12,11,6,,132,15
,April 2026,"Apr 25, 2026",4,12,11,6,,132,15
,April 2026,"Apr 25, 2026",5,12,16,9,,192,22
May 2026,,,5,,16.5,,,198,23
,May 2026,"May 5, 2026",1,12,16.5,9,,198,23
,May 2026,"May 5, 2026",2,12,16,9,,192,22
,May 2026,"May 5, 2026",3,12,11,6,,132,15
,May 2026,"May 5, 2026",4,12,11,7,,132,15
,May 2026,"May 5, 2026",5,12,11,7,,132,15

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
November 2025,,,3,,20,,,120,24
,November 2025,"Nov 30, 2025",1,8,15,5,,120,19
,November 2025,"Nov 30, 2025",2,6,20,9,,120,24
,November 2025,"Nov 30, 2025",3,8,15,8,,120,19
December 2025,,,6,,20,,,120,24
,December 2025,"Dec 7, 2025",1,8,15,7,,120,19
,December 2025,"Dec 7, 2025",2,8,15,8,,120,19
,December 2025,"Dec 7, 2025",3,8,15,8,,120,19
,December 2025,"Dec 13, 2025",1,8,15,6,,120,19
,December 2025,"Dec 13, 2025",2,8,15,7,,120,19
,December 2025,"Dec 13, 2025",3,6,20,9,,120,24
January 2026,,,13,,22,,,258,30
,January 2026,"Jan 4, 2026",1,8,15,6,,120,19
,January 2026,"Jan 4, 2026",2,8,15,7,,120,19
,January 2026,"Jan 4, 2026",3,8,15,8,,120,19
,January 2026,"Jan 12, 2026",1,8,15,3,,120,19
,January 2026,"Jan 12, 2026",2,8,20,8,,160,25
,January 2026,"Jan 12, 2026",3,8,20,10,,160,25
,January 2026,"Jan 25, 2026",1,8,22,9,,176,28
,January 2026,"Jan 25, 2026",2,8,21.5,8,,172,27
,January 2026,"Jan 25, 2026",3,8,21.5,8,,172,27
,January 2026,"Jan 25, 2026",4,8,21.5,8,,172,27
,January 2026,"Jan 29, 2026",1,12,21.5,10,,258,30
,January 2026,"Jan 29, 2026",2,12,16.5,10,,198,23
,January 2026,"Jan 29, 2026",3,12,16,9,,192,22
February 2026,,,12,,21.5,,,258,30
,February 2026,"Feb 6, 2026",1,12,16,4,,192,22
,February 2026,"Feb 6, 2026",2,12,16.5,7,,198,23
,February 2026,"Feb 6, 2026",3,12,21.5,9,,258,30
,February 2026,"Feb 6, 2026",4,12,16.5,7,,198,23
,February 2026,"Feb 15, 2026",1,12,16.5,8,,198,23
,February 2026,"Feb 15, 2026",2,12,16.5,8,,198,23
,February 2026,"Feb 15, 2026",3,12,16.5,9,,198,23
,February 2026,"Feb 15, 2026",4,12,16,9,,192,22
,February 2026,"Feb 24, 2026",1,12,16.5,7,,198,23
,February 2026,"Feb 24, 2026",2,12,16.5,8,,198,23
,February 2026,"Feb 24, 2026",3,12,16.5,8,,198,23
,February 2026,"Feb 24, 2026",4,12,16.5,9,,198,23
March 2026,,,4,,16.5,,,198,23
,March 2026,"Mar 27, 2026",1,12,16.5,8,,198,23
,March 2026,"Mar 27, 2026",2,12,16.5,8,,198,23
,March 2026,"Mar 27, 2026",3,12,16.5,8,,198,23
,March 2026,"Mar 27, 2026",4,12,16.5,8,,198,23
April 2026,,,12,,22,,,264,31
,April 2026,"Apr 3, 2026",1,12,16.5,8,,198,23
,April 2026,"Apr 3, 2026",2,12,16.5,8,,198,23
,April 2026,"Apr 3, 2026",3,12,16.5,9,,198,23
,April 2026,"Apr 3, 2026",4,12,16,8,,192,22
,April 2026,"Apr 18, 2026",1,12,16.5,7,,198,23
,April 2026,"Apr 18, 2026",2,12,16.5,8,,198,23
,April 2026,"Apr 18, 2026",3,12,16.5,9,,198,23
,April 2026,"Apr 18, 2026",4,12,16,7,,192,22
,April 2026,"Apr 28, 2026",1,12,16.5,3,,198,23
,April 2026,"Apr 28, 2026",2,12,22,9,,264,31
,April 2026,"Apr 28, 2026",3,12,16.5,6,,198,23
,April 2026,"Apr 28, 2026",4,12,16.5,6,,198,23
May 2026,,,4,,22,,,264,31
,May 2026,"May 7, 2026",1,12,22,10,,264,31
,May 2026,"May 7, 2026",2,12,16.5,8,,198,23
,May 2026,"May 7, 2026",3,12,16.5,7,,198,23
,May 2026,"May 7, 2026",4,12,16.5,9,,198,23

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
December 2025,,,3,,120,,,960,152
,December 2025,"Dec 3, 2025",1,8,85,5,,680,108
,December 2025,"Dec 3, 2025",2,8,100,6,,800,127
,December 2025,"Dec 3, 2025",3,8,120,8,,960,152
January 2026,,,6,,165,,,1320,209
,January 2026,"Jan 22, 2026",1,8,121,4,,968,153
,January 2026,"Jan 22, 2026",2,8,143,6,,1144,181
,January 2026,"Jan 22, 2026",3,8,165,8,,1320,209
,January 2026,"Jan 29, 2026",1,8,55,5,,440,70
,January 2026,"Jan 29, 2026",2,8,66,8,,528,84
,January 2026,"Jan 29, 2026",3,8,66,8,,528,84
February 2026,,,9,,77,,,616,98
,February 2026,"Feb 3, 2026",1,8,66,4,,528,84
,February 2026,"Feb 3, 2026",2,8,77,8,,616,98
,February 2026,"Feb 3, 2026",3,8,77,10,,616,98
,February 2026,"Feb 15, 2026",1,8,66,5,,528,84
,February 2026,"Feb 15, 2026",2,8,66,7,,528,84
,February 2026,"Feb 15, 2026",3,8,66,7,,528,84
,February 2026,"Feb 21, 2026",1,8,66,5,,528,84
,February 2026,"Feb 21, 2026",2,8,77,8,,616,98
,February 2026,"Feb 21, 2026",3,8,77,9,,616,98

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
November 2025,,,6,,15,,,120,19
,November 2025,"Nov 28, 2025",1,8,10,6,,80,13
,November 2025,"Nov 28, 2025",2,8,15,9,,120,19
,November 2025,"Nov 28, 2025",3,8,15,7,,120,19
,November 2025,"Nov 30, 2025",1,8,10,5,,80,13
,November 2025,"Nov 30, 2025",2,8,15,9,,120,19
,November 2025,"Nov 30, 2025",3,8,10,7,,80,13
December 2025,,,17,,20,,,160,25
,December 2025,"Dec 6, 2025",1,8,10,5,,80,13
,December 2025,"Dec 6, 2025",2,8,15,9,,120,19
,December 2025,"Dec 6, 2025",3,8,10,6,,80,13
,December 2025,"Dec 11, 2025",1,8,12.5,7,,100,16
,December 2025,"Dec 11, 2025",2,8,12.5,8,,100,16
,December 2025,"Dec 11, 2025",3,8,12.5,8,,100,16
,December 2025,"Dec 14, 2025",1,8,12.5,7,,100,16
,December 2025,"Dec 14, 2025",2,8,12.5,7,,100,16
,December 2025,"Dec 14, 2025",3,8,12.5,7,,100,16
,December 2025,"Dec 16, 2025",1,8,20,7,,160,25
,December 2025,"Dec 16, 2025",2,8,20,7,,160,25
,December 2025,"Dec 16, 2025",3,8,20,8,,160,25
,December 2025,"Dec 16, 2025",4,8,20,8,,160,25
,December 2025,"Dec 30, 2025",1,8,12.5,8,,100,16
,December 2025,"Dec 30, 2025",2,8,12.5,8,,100,16
,December 2025,"Dec 30, 2025",3,8,12.5,8,,100,16
,December 2025,"Dec 30, 2025",4,8,12.5,8,,100,16
January 2026,,,24,,16.5,,,132,21
,January 2026,"Jan 3, 2026",1,8,10,7,,80,13
,January 2026,"Jan 3, 2026",2,8,10,7,,80,13
,January 2026,"Jan 3, 2026",3,8,10,7,,80,13
,January 2026,"Jan 3, 2026",4,8,10,8,,80,13
,January 2026,"Jan 8, 2026",1,8,12.5,7,,100,16
,January 2026,"Jan 8, 2026",2,8,12.5,8,,100,16
,January 2026,"Jan 8, 2026",3,8,12.5,8,,100,16
,January 2026,"Jan 8, 2026",4,8,12.5,8,,100,16
,January 2026,"Jan 11, 2026",1,8,12.5,8,,100,16
,January 2026,"Jan 11, 2026",2,8,12.5,8,,100,16
,January 2026,"Jan 11, 2026",3,8,12.5,8,,100,16
,January 2026,"Jan 11, 2026",4,8,12.5,8,,100,16
,January 2026,"Jan 17, 2026",1,8,12.5,4,,100,16
,January 2026,"Jan 17, 2026",2,8,15,7,,120,19
,January 2026,"Jan 17, 2026",3,8,15,7,,120,19
,January 2026,"Jan 17, 2026",4,8,15,8,,120,19
,January 2026,"Jan 23, 2026",1,8,16.5,7,,132,21
,January 2026,"Jan 23, 2026",2,8,16.5,7,,132,21
,January 2026,"Jan 23, 2026",3,8,16.5,8,,132,21
,January 2026,"Jan 23, 2026",4,8,16.5,8,,132,21
,January 2026,"Jan 26, 2026",1,8,16.5,7,,132,21
,January 2026,"Jan 26, 2026",2,8,16.5,7,,132,21
,January 2026,"Jan 26, 2026",3,8,16.5,8,,132,21
,January 2026,"Jan 26, 2026",4,8,16.5,8,,132,21
February 2026,,,16,,16,,,240,24
,February 2026,"Feb 1, 2026",1,15,11,3,,165,17
,February 2026,"Feb 1, 2026",2,15,16,8,,240,24
,February 2026,"Feb 1, 2026",3,15,16,10,,240,24
,February 2026,"Feb 1, 2026",4,15,16,10,,240,24
,February 2026,"Feb 8, 2026",1,15,16,7,,240,24
,February 2026,"Feb 8, 2026",2,15,16,10,,240,24
,February 2026,"Feb 8, 2026",3,15,11,10,,165,17
,February 2026,"Feb 8, 2026",4,15,11,10,,165,17
,February 2026,"Feb 19, 2026",1,15,16,6,,240,24
,February 2026,"Feb 19, 2026",2,15,11,8,,165,17
,February 2026,"Feb 19, 2026",3,15,11,8,,165,17
,February 2026,"Feb 19, 2026",4,15,11,10,,165,17
,February 2026,"Feb 26, 2026",1,15,16,5,,240,24
,February 2026,"Feb 26, 2026",2,15,11,6,,165,17
,February 2026,"Feb 26, 2026",3,15,11,7,,165,17
,February 2026,"Feb 26, 2026",4,15,11,8,,165,17
March 2026,,,8,,16,,,240,24
,March 2026,"Mar 6, 2026",1,15,11,7,,165,17
,March 2026,"Mar 6, 2026",2,15,11,7,,165,17
,March 2026,"Mar 6, 2026",3,15,11,8,,165,17
,March 2026,"Mar 6, 2026",4,15,11,10,,165,17
,March 2026,"Mar 21, 2026",1,15,11,4,,165,17
,March 2026,"Mar 21, 2026",2,15,16,9,,240,24
,March 2026,"Mar 21, 2026",3,15,11,7,,165,17
,March 2026,"Mar 21, 2026",4,15,11,9,,165,17
April 2026,,,16,,16.5,,,247.5,25
,April 2026,"Apr 1, 2026",1,15,16.5,9,,247.5,25
,April 2026,"Apr 1, 2026",2,15,11,7,,165,17
,April 2026,"Apr 1, 2026",3,15,11,7,,165,17
,April 2026,"Apr 1, 2026",4,15,11,8,,165,17
,April 2026,"Apr 11, 2026",1,15,16.5,10,,247.5,25
,April 2026,"Apr 11, 2026",2,15,11,7,,165,17
,April 2026,"Apr 11, 2026",3,15,11,7,,165,17
,April 2026,"Apr 11, 2026",4,15,11,8,,165,17
,April 2026,"Apr 19, 2026",1,15,11,5,,165,17
,April 2026,"Apr 19, 2026",2,15,11,6,,165,17
,April 2026,"Apr 19, 2026",3,15,11,6,,165,17
,April 2026,"Apr 19, 2026",4,15,11,7,,165,17
,April 2026,"Apr 29, 2026",1,15,16.5,9,,247.5,25
,April 2026,"Apr 29, 2026",2,15,11,6,,165,17
,April 2026,"Apr 29, 2026",3,15,11,8,,165,17
,April 2026,"Apr 29, 2026",4,15,11,8,,165,17
May 2026,,,4,,16.5,,,247.5,25
,May 2026,"May 12, 2026",1,15,16.5,8,,247.5,25
,May 2026,"May 12, 2026",2,15,16.5,9,,247.5,25
,May 2026,"May 12, 2026",3,15,11,6,,165,17
,May 2026,"May 12, 2026",4,15,11,6,,165,17

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
November 2025,,,4,,17.5,,,140,22
,November 2025,"Nov 25, 2025",1,8,15,6,,120,19
,November 2025,"Nov 25, 2025",2,8,17.5,8,,140,22
,November 2025,"Nov 25, 2025",3,8,17.5,8,,140,22
,November 2025,"Nov 25, 2025",4,8,17.5,8,,140,22
December 2025,,,6,,20,,,160,25
,December 2025,"Dec 3, 2025",1,8,17.5,7,,140,22
,December 2025,"Dec 3, 2025",2,8,17.5,7,,140,22
,December 2025,"Dec 3, 2025",3,8,20,9,,160,25
,December 2025,"Dec 16, 2025",1,8,20,7,,160,25
,December 2025,"Dec 16, 2025",2,8,20,7,,160,25
,December 2025,"Dec 16, 2025",3,8,20,7,,160,25
January 2026,,,9,,25,,,176,29
,January 2026,"Jan 2, 2026",1,5,25,9,,125,29
,January 2026,"Jan 2, 2026",2,8,20,8,,160,25
,January 2026,"Jan 2, 2026",3,8,20,10,,160,25
,January 2026,"Jan 9, 2026",1,8,20,8,,160,25
,January 2026,"Jan 9, 2026",2,8,20,8,,160,25
,January 2026,"Jan 9, 2026",3,8,20,8,,160,25
,January 2026,"Jan 22, 2026",1,8,22,7,,176,28
,January 2026,"Jan 22, 2026",2,8,22,8,,176,28
,January 2026,"Jan 22, 2026",3,8,22,8,,176,28
February 2026,,,4,,20,,,160,25
,February 2026,"Feb 4, 2026",1,8,20,7,,160,25
,February 2026,"Feb 4, 2026",2,8,20,8,,160,25
,February 2026,"Feb 4, 2026",3,8,20,8,,160,25
,February 2026,"Feb 4, 2026",4,8,20,8,,160,25

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
December 2025,,,3,,25,,,300,35
,December 2025,"Dec 3, 2025",1,12,25,8,,300,35
,December 2025,"Dec 3, 2025",2,12,25,8,,300,35
,December 2025,"Dec 3, 2025",3,12,25,8,,300,35
January 2026,,,6,,25,,,300,35
,January 2026,"Jan 4, 2026",1,12,25,7,,300,35
,January 2026,"Jan 4, 2026",2,12,25,8,,300,35
,January 2026,"Jan 4, 2026",3,12,25,8,,300,35
,January 2026,"Jan 12, 2026",1,12,25,6,,300,35
,January 2026,"Jan 12, 2026",2,12,25,8,,300,35
,January 2026,"Jan 12, 2026",3,12,25,8,,300,35

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
September 2025,,,6,,155,,,930,186
,September 2025,"Sep 21, 2025",1,6,135,8,,810,162
,September 2025,"Sep 21, 2025",2,6,135,8,,810,162
,September 2025,"Sep 21, 2025",3,6,135,8,,810,162
,September 2025,"Sep 29, 2025",1,6,135,6,,810,162
,September 2025,"Sep 29, 2025",2,6,135,6,,810,162
,September 2025,"Sep 29, 2025",3,6,155,8,,930,186
October 2025,,,3,,175,,,1050,210
,October 2025,"Oct 29, 2025",1,6,135,5,,810,162
,October 2025,"Oct 29, 2025",2,6,155,7,,930,186
,October 2025,"Oct 29, 2025",3,6,175,7,,1050,210
November 2025,,,3,,175,,,1050,210
,November 2025,"Nov 15, 2025",1,6,135,3,,810,162
,November 2025,"Nov 15, 2025",2,6,175,8,,1050,210
,November 2025,"Nov 15, 2025",3,6,175,8,,1050,210
December 2025,,,6,,175,,,1240,210
,December 2025,"Dec 4, 2025",1,8,155,8,,1240,196
,December 2025,"Dec 4, 2025",2,6,175,8,,1050,210
,December 2025,"Dec 4, 2025",3,6,175,8,,1050,210
,December 2025,"Dec 13, 2025",1,6,155,5,,930,186
,December 2025,"Dec 13, 2025",2,6,175,7,,1050,210
,December 2025,"Dec 13, 2025",3,6,175,7,,1050,210
January 2026,,,12,,185,,,1140,222
,January 2026,"Jan 6, 2026",1,6,155,5,,930,186
,January 2026,"Jan 6, 2026",2,6,175,8,,1050,210
,January 2026,"Jan 6, 2026",3,6,175,8,,1050,210
,January 2026,"Jan 13, 2026",1,6,175,8,,1050,210
,January 2026,"Jan 13, 2026",2,6,175,8,,1050,210
,January 2026,"Jan 13, 2026",3,6,175,7,,1050,210
,January 2026,"Jan 24, 2026",1,12,95,6,,1140,133
,January 2026,"Jan 24, 2026",2,12,95,7,,1140,133
,January 2026,"Jan 24, 2026",3,12,95,7,,1140,133
,January 2026,"Jan 30, 2026",1,6,175,6,,1050,210
,January 2026,"Jan 30, 2026",2,6,185,7,,1110,222
,January 2026,"Jan 30, 2026",3,6,185,8,,1110,222
February 2026,,,9,,185,,,1480,234
,February 2026,"Feb 7, 2026",1,6,185,7,,1110,222
,February 2026,"Feb 7, 2026",2,8,185,7,,1480,234
,February 2026,"Feb 7, 2026",3,8,185,8,,1480,234
,February 2026,"Feb 17, 2026",1,8,185,8,,1480,234
,February 2026,"Feb 17, 2026",2,8,185,8,,1480,234
,February 2026,"Feb 17, 2026",3,8,185,8,,1480,234
,February 2026,"Feb 25, 2026",1,8,185,7,,1480,234
,February 2026,"Feb 25, 2026",2,8,185,7,,1480,234
,February 2026,"Feb 25, 2026",3,8,185,8,,1480,234
March 2026,,,6,,185,,,1480,234
,March 2026,"Mar 10, 2026",1,8,185,7,,1480,234
,March 2026,"Mar 10, 2026",2,8,185,7,,1480,234
,March 2026,"Mar 10, 2026",3,8,185,7,,1480,234
,March 2026,"Mar 29, 2026",1,8,185,6,,1480,234
,March 2026,"Mar 29, 2026",2,8,185,7,,1480,234
,March 2026,"Mar 29, 2026",3,8,185,7,,1480,234
April 2026,,,9,,185,,,2220,259
,April 2026,"Apr 7, 2026",1,8,185,7,,1480,234
,April 2026,"Apr 7, 2026",2,8,185,7,,1480,234
,April 2026,"Apr 7, 2026",3,12,185,7,,2220,259
,April 2026,"Apr 14, 2026",1,8,185,4,,1480,234
,April 2026,"Apr 14, 2026",2,12,185,7,,2220,259
,April 2026,"Apr 14, 2026",3,12,185,7,,2220,259
,April 2026,"Apr 28, 2026",1,12,185,4,,2220,259
,April 2026,"Apr 28, 2026",2,12,185,6,,2220,259
,April 2026,"Apr 28, 2026",3,12,185,6,,2220,259
May 2026,,,3,,185,,,2220,259
,May 2026,"May 10, 2026",1,12,185,6,,2220,259
,May 2026,"May 10, 2026",2,12,185,6,,2220,259
,May 2026,"May 10, 2026",3,12,185,8,,2220,259

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
September 2025,,,5,,25,,,250,33
,September 2025,"Sep 18, 2025",1,10,20,3,,200,27
,September 2025,"Sep 18, 2025",2,10,25,7,,250,33
,September 2025,"Sep 18, 2025",3,10,25,7,,250,33
,September 2025,"Sep 27, 2025",1,10,25,6,,250,33
,September 2025,"Sep 27, 2025",2,10,25,8,,250,33
October 2025,,,3,,25,,,250,33
,October 2025,"Oct 26, 2025",1,10,25,7,,250,33
,October 2025,"Oct 26, 2025",2,10,25,7,,250,33
,October 2025,"Oct 26, 2025",3,10,25,7,,250,33

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
September 2025,,,6,,35,,,280,44
,September 2025,"Sep 18, 2025",1,8,35,5,,280,44
,September 2025,"Sep 18, 2025",2,8,35,6,,280,44
,September 2025,"Sep 18, 2025",3,8,35,6,,280,44
,September 2025,"Sep 27, 2025",1,8,35,8,,280,44
,September 2025,"Sep 27, 2025",2,8,35,7,,280,44
,September 2025,"Sep 27, 2025",3,8,35,8,,280,44
October 2025,,,3,,35,,,280,44
,October 2025,"Oct 26, 2025",1,8,35,6,,280,44
